,event_id,stations,network_time,ref_time,ref_duration,ref_amplitude,ref_energy,signal_type
170,20180101T112855Z,['DK.ILULI.'],0.0,2018-01-01T11:28:55.003392Z,45.34,1543.80013648,31786695.9868,amplitude
171,20180101T113440Z,['DK.ILULI.'],0.0,2018-01-01T11:34:40.443392Z,8.18,1394.28764532,7227442.38932,amplitude
172,20180101T113619Z,['DK.ILULI.'],0.0,2018-01-01T11:36:19.343392Z,3.22,1098.04337495,1263097.75938,amplitude
173,20180101T114009Z,['DK.ILULI.'],0.0,2018-01-01T11:40:09.103392Z,6.68,1223.91390467,3921067.69158,amplitude
174,20180101T114350Z,['DK.ILULI.'],0.0,2018-01-01T11:43:50.743392Z,35.04,1280.80827382,19515932.5696,amplitude
175,20180101T114621Z,['DK.ILULI.'],0.0,2018-01-01T11:46:21.803392Z,1.64,808.857392897,187564.031807,amplitude
176,20180101T114930Z,['DK.ILULI.'],0.0,2018-01-01T11:49:30.143392Z,5.34,1166.705827,3029909.57097,amplitude
177,20180101T115119Z,['DK.ILULI.'],0.0,2018-01-01T11:51:19.603392Z,33.9,1257.23811836,16074541.562,amplitude
178,20180101T115953Z,['DK.ILULI.'],0.0,2018-01-01T11:59:53.563392Z,19.72,1504.19129176,11819035.6308,amplitude
179,20180101T120118Z,['DK.ILULI.'],0.0,2018-01-01T12:01:18.743392Z,26.18,1259.77283643,16215307.9553,amplitude
180,20180101T120249Z,['DK.ILULI.'],0.0,2018-01-01T12:02:49.263392Z,223.42,1626.38231312,128118348.272,amplitude
181,20180101T121538Z,['DK.ILULI.'],0.0,2018-01-01T12:15:38.683392Z,19.08,1233.69223196,13904060.4867,amplitude
182,20180101T122139Z,['DK.ILULI.'],0.0,2018-01-01T12:21:39.143392Z,180.64,1380.72130885,83003590.8902,amplitude
183,20180101T123237Z,['DK.ILULI.'],0.0,2018-01-01T12:32:37.083392Z,11.24,1273.5789681,8521032.49137,amplitude
184,20180101T123811Z,['DK.ILULI.'],0.0,2018-01-01T12:38:11.423392Z,102.42,1338.96532073,57218734.0898,amplitude
185,20180101T124255Z,['DK.ILULI.'],0.0,2018-01-01T12:42:55.643392Z,6.4,1199.57646091,3816233.79863,amplitude
186,20180101T124500Z,['DK.ILULI.'],0.0,2018-01-01T12:45:00.003392Z,18.2,1274.6272733,13856388.3039,amplitude
187,20180101T125046Z,['DK.ILULI.'],0.0,2018-01-01T12:50:46.663392Z,3.94,1179.05571921,1342122.4196,amplitude
188,20180101T125443Z,['DK.ILULI.'],0.0,2018-01-01T12:54:43.203392Z,2.16,1422.97200922,789853.380917,amplitude
189,20180101T125550Z,['DK.ILULI.'],0.0,2018-01-01T12:55:50.363392Z,7.08,1397.74579796,5456598.17837,amplitude
190,20180101T125704Z,['DK.ILULI.'],0.0,2018-01-01T12:57:04.043392Z,51.8,1438.76415996,25847485.0806,amplitude
191,20180101T125900Z,['DK.ILULI.'],0.0,2018-01-01T12:59:00.043392Z,11.6,1381.03369943,10022667.6425,amplitude
192,20180101T130354Z,['DK.ILULI.'],0.0,2018-01-01T13:03:54.563392Z,7.56,1506.89522033,6427597.80559,amplitude
193,20180101T130611Z,['DK.ILULI.'],0.0,2018-01-01T13:06:11.723392Z,157.5,4395.09132425,117031922.673,amplitude
194,20180101T131555Z,['DK.ILULI.'],0.0,2018-01-01T13:15:55.403392Z,15.32,1355.82051972,13678325.6989,amplitude
195,20180101T132757Z,['DK.ILULI.'],0.0,2018-01-01T13:27:57.783392Z,9.38,1301.08560928,5856601.61094,amplitude
196,20180101T133047Z,['DK.ILULI.'],0.0,2018-01-01T13:30:47.503392Z,69.44,1389.33697254,44040189.7711,amplitude
197,20180101T133358Z,['DK.ILULI.'],0.0,2018-01-01T13:33:58.183392Z,28.74,1750.03087356,42312635.2405,amplitude
198,20180101T133837Z,['DK.ILULI.'],0.0,2018-01-01T13:38:37.643392Z,10.36,1319.36190786,8703844.30027,amplitude
199,20180101T135051Z,['DK.ILULI.'],0.0,2018-01-01T13:50:51.683392Z,10.24,1501.92449564,7850345.84437,amplitude
200,20180101T135442Z,['DK.ILULI.'],0.0,2018-01-01T13:54:42.243392Z,8.92,1284.94025294,5411598.80456,amplitude
201,20180101T140158Z,['DK.ILULI.'],0.0,2018-01-01T14:01:58.663392Z,11.54,1250.70064701,8764844.0864,amplitude
202,20180101T140501Z,['DK.ILULI.'],0.0,2018-01-01T14:05:01.543392Z,18.94,1587.93567656,16622383.8635,amplitude
203,20180101T140821Z,['DK.ILULI.'],0.0,2018-01-01T14:08:21.343392Z,6.92,1246.78004745,4603189.26225,amplitude
204,20180101T141132Z,['DK.ILULI.'],0.0,2018-01-01T14:11:32.563392Z,9.66,1351.68508493,6034216.91376,amplitude
205,20180101T142016Z,['DK.ILULI.'],0.0,2018-01-01T14:20:16.203392Z,12.04,1317.44656799,10819539.3582,amplitude
206,20180101T142421Z,['DK.ILULI.'],0.0,2018-01-01T14:24:21.123392Z,14.22,1262.84373538,8773537.36815,amplitude
207,20180101T142601Z,['DK.ILULI.'],0.0,2018-01-01T14:26:01.183392Z,10.24,1532.92412951,10240201.5312,amplitude
208,20180101T142727Z,['DK.ILULI.'],0.0,2018-01-01T14:27:27.323392Z,207.3,1554.26157432,102645722.796,amplitude
209,20180101T143601Z,['DK.ILULI.'],0.0,2018-01-01T14:36:01.883392Z,15.98,1319.61299623,12514602.3828,amplitude
210,20180101T143913Z,['DK.ILULI.'],0.0,2018-01-01T14:39:13.703392Z,47.2,1610.36671466,35184182.793,amplitude
211,20180101T144106Z,['DK.ILULI.'],0.0,2018-01-01T14:41:06.483392Z,10.76,1304.33727695,8038859.76868,amplitude
212,20180101T144929Z,['DK.ILULI.'],0.0,2018-01-01T14:49:29.683392Z,8.96,1257.96704626,5229643.97648,amplitude
213,20180101T145208Z,['DK.ILULI.'],0.0,2018-01-01T14:52:08.883392Z,7.78,1289.39050442,5860280.33144,amplitude
214,20180101T145531Z,['DK.ILULI.'],0.0,2018-01-01T14:55:31.923392Z,5.92,1308.62454211,3422221.89818,amplitude
215,20180101T150329Z,['DK.ILULI.'],0.0,2018-01-01T15:03:29.903392Z,4.62,1304.97648954,2101714.41853,amplitude
216,20180101T150909Z,['DK.ILULI.'],0.0,2018-01-01T15:09:09.823392Z,45.14,1578.49878169,28375267.6645,amplitude
217,20180101T151933Z,['DK.ILULI.'],0.0,2018-01-01T15:19:33.923392Z,152.5,1623.36187803,88937155.7784,amplitude
218,20180101T152935Z,['DK.ILULI.'],0.0,2018-01-01T15:29:35.423392Z,13.4,1536.84347075,10083548.0647,amplitude
219,20180101T153230Z,['DK.ILULI.'],0.0,2018-01-01T15:32:30.923392Z,11.26,1116.06177984,5467957.26848,amplitude
220,20180101T153343Z,['DK.ILULI.'],0.0,2018-01-01T15:33:43.663392Z,8.2,1331.19810463,4795323.40311,amplitude
221,20180101T153546Z,['DK.ILULI.'],0.0,2018-01-01T15:35:46.363392Z,9.2,1252.02532636,5353588.20755,amplitude
222,20180101T153759Z,['DK.ILULI.'],0.0,2018-01-01T15:37:59.743392Z,16.24,1312.29328787,10935248.7306,amplitude
223,20180101T154317Z,['DK.ILULI.'],0.0,2018-01-01T15:43:17.143392Z,16.28,1184.38520394,12092241.5658,amplitude
224,20180101T154522Z,['DK.ILULI.'],0.0,2018-01-01T15:45:22.583392Z,26.34,1210.6743705,16098432.9286,amplitude
225,20180101T154720Z,['DK.ILULI.'],0.0,2018-01-01T15:47:20.323392Z,21.18,1301.78897151,14924391.6214,amplitude
226,20180101T154848Z,['DK.ILULI.'],0.0,2018-01-01T15:48:48.803392Z,5.26,1660.80786405,4342547.82045,amplitude
227,20180101T155021Z,['DK.ILULI.'],0.0,2018-01-01T15:50:21.563392Z,15.62,1513.53756792,13408666.6569,amplitude
228,20180101T155356Z,['DK.ILULI.'],0.0,2018-01-01T15:53:56.883392Z,7.68,1201.45721308,4589720.83148,amplitude
229,20180101T155557Z,['DK.ILULI.'],0.0,2018-01-01T15:55:57.823392Z,13.68,1277.77602052,6948096.18698,amplitude
230,20180101T155852Z,['DK.ILULI.'],0.0,2018-01-01T15:58:52.243392Z,71.7,1782.20771158,42524365.2734,amplitude
231,20180101T160736Z,['DK.ILULI.'],0.0,2018-01-01T16:07:36.003392Z,3.96,1290.57066295,1784680.48844,amplitude
232,20180101T160934Z,['DK.ILULI.'],0.0,2018-01-01T16:09:34.983392Z,1.94,1189.42710674,624754.209184,amplitude
233,20180101T161335Z,['DK.ILULI.'],0.0,2018-01-01T16:13:35.243392Z,55.46,1278.67935793,23397302.0061,amplitude
234,20180101T161905Z,['DK.ILULI.'],0.0,2018-01-01T16:19:05.823392Z,3.58,1467.85468078,1232929.97,amplitude
235,20180101T162039Z,['DK.ILULI.'],0.0,2018-01-01T16:20:39.863392Z,64.1,1514.1606465,26191203.5267,amplitude
236,20180101T162515Z,['DK.ILULI.'],0.0,2018-01-01T16:25:15.883392Z,10.94,1682.80231249,13318300.1527,amplitude
237,20180101T162904Z,['DK.ILULI.'],0.0,2018-01-01T16:29:04.383392Z,14.92,1322.44397825,11660618.7504,amplitude
238,20180101T163021Z,['DK.ILULI.'],0.0,2018-01-01T16:30:21.143392Z,3.0,1123.32190177,1014263.55311,amplitude
239,20180101T163203Z,['DK.ILULI.'],0.0,2018-01-01T16:32:03.463392Z,9.84,1267.35069022,7264335.84811,amplitude
240,20180101T163404Z,['DK.ILULI.'],0.0,2018-01-01T16:34:04.823392Z,14.5,1350.03088836,11787487.439,amplitude
241,20180101T163825Z,['DK.ILULI.'],0.0,2018-01-01T16:38:25.183392Z,8.64,1188.26313615,6439084.24878,amplitude
242,20180101T164138Z,['DK.ILULI.'],0.0,2018-01-01T16:41:38.083392Z,2.28,1030.53437119,487662.852522,amplitude
243,20180101T164339Z,['DK.ILULI.'],0.0,2018-01-01T16:43:39.863392Z,7.4,1142.97934741,3790317.80852,amplitude
244,20180101T164527Z,['DK.ILULI.'],0.0,2018-01-01T16:45:27.803392Z,93.68,1408.34798911,47256835.3654,amplitude
245,20180101T165353Z,['DK.ILULI.'],0.0,2018-01-01T16:53:53.143392Z,51.28,1605.66037194,34540933.5993,amplitude
246,20180101T165837Z,['DK.ILULI.'],0.0,2018-01-01T16:58:37.403392Z,8.94,1197.631559,5892162.65402,amplitude
247,20180101T170232Z,['DK.ILULI.'],0.0,2018-01-01T17:02:32.923392Z,232.04,1576.54234588,93732321.1184,amplitude
248,20180101T171416Z,['DK.ILULI.'],0.0,2018-01-01T17:14:16.323392Z,22.52,1221.01841406,15377845.3132,amplitude
249,20180101T171722Z,['DK.ILULI.'],0.0,2018-01-01T17:17:22.823392Z,11.54,1212.65479138,9045876.38619,amplitude
250,20180101T172304Z,['DK.ILULI.'],0.0,2018-01-01T17:23:04.483392Z,8.48,1392.2399367,5494963.54852,amplitude
251,20180101T172448Z,['DK.ILULI.'],0.0,2018-01-01T17:24:48.383392Z,7.88,1275.10620982,5104076.31413,amplitude
252,20180101T172628Z,['DK.ILULI.'],0.0,2018-01-01T17:26:28.003392Z,9.16,1103.75229274,5009104.12418,amplitude
253,20180101T173148Z,['DK.ILULI.'],0.0,2018-01-01T17:31:48.143392Z,91.76,1476.99550772,60343774.4369,amplitude
254,20180101T174123Z,['DK.ILULI.'],0.0,2018-01-01T17:41:23.543392Z,16.04,1440.7242014,15261439.1946,amplitude
255,20180101T174559Z,['DK.ILULI.'],0.0,2018-01-01T17:45:59.803392Z,8.68,1238.10850745,5829071.83678,amplitude
256,20180101T175027Z,['DK.ILULI.'],0.0,2018-01-01T17:50:27.963392Z,19.14,1476.40006235,16479966.4791,amplitude
257,20180101T175321Z,['DK.ILULI.'],0.0,2018-01-01T17:53:21.523392Z,125.02,1341.73563176,53802555.9094,amplitude
258,20180101T175742Z,['DK.ILULI.'],0.0,2018-01-01T17:57:42.263392Z,10.08,1217.87834445,5987834.01497,amplitude
259,20180101T180132Z,['DK.ILULI.'],0.0,2018-01-01T18:01:32.983392Z,10.68,1236.24914251,8213553.45675,amplitude
260,20180101T180316Z,['DK.ILULI.'],0.0,2018-01-01T18:03:16.403392Z,7.22,1267.8887587,4266480.49182,amplitude
261,20180101T181417Z,['DK.ILULI.'],0.0,2018-01-01T18:14:17.763392Z,19.6,1357.27129985,10309901.9772,amplitude
262,20180101T181555Z,['DK.ILULI.'],0.0,2018-01-01T18:15:55.243392Z,13.48,1053.10835239,5955959.23467,amplitude
263,20180101T182017Z,['DK.ILULI.'],0.0,2018-01-01T18:20:17.243392Z,3.54,1286.38134375,1317145.09685,amplitude
264,20180101T182854Z,['DK.ILULI.'],0.0,2018-01-01T18:28:54.683392Z,13.66,1334.0787612,10175951.8898,amplitude
265,20180101T183055Z,['DK.ILULI.'],0.0,2018-01-01T18:30:55.163392Z,43.44,1242.0735853,20549925.3904,amplitude
266,20180101T183252Z,['DK.ILULI.'],0.0,2018-01-01T18:32:52.443392Z,50.14,1265.16167703,18419172.0976,amplitude
267,20180101T183512Z,['DK.ILULI.'],0.0,2018-01-01T18:35:12.303392Z,14.14,1293.05579872,9040843.17181,amplitude
268,20180101T183636Z,['DK.ILULI.'],0.0,2018-01-01T18:36:36.103392Z,17.16,1602.59077349,17541305.5828,amplitude
269,20180101T184513Z,['DK.ILULI.'],0.0,2018-01-01T18:45:13.943392Z,149.86,1629.54301754,81519978.9105,amplitude
270,20180101T185046Z,['DK.ILULI.'],0.0,2018-01-01T18:50:46.363392Z,12.04,1335.90224711,8551512.76511,amplitude
271,20180101T185319Z,['DK.ILULI.'],0.0,2018-01-01T18:53:19.403392Z,10.32,1340.35300497,6390740.00015,amplitude
272,20180101T190116Z,['DK.ILULI.'],0.0,2018-01-01T19:01:16.883392Z,22.76,1349.6857117,16996990.8663,amplitude
273,20180101T190514Z,['DK.ILULI.'],0.0,2018-01-01T19:05:14.623392Z,31.72,1588.00675298,27536227.8963,amplitude
274,20180101T190923Z,['DK.ILULI.'],0.0,2018-01-01T19:09:23.323392Z,8.46,1370.27806035,6002758.21656,amplitude
275,20180101T191307Z,['DK.ILULI.'],0.0,2018-01-01T19:13:07.363392Z,9.36,1199.47457015,6459006.66721,amplitude
276,20180101T191534Z,['DK.ILULI.'],0.0,2018-01-01T19:15:34.783392Z,21.88,1407.9787888,17681599.6932,amplitude
277,20180101T192017Z,['DK.ILULI.'],0.0,2018-01-01T19:20:17.483392Z,13.46,1532.51135562,10861220.6973,amplitude
278,20180101T193053Z,['DK.ILULI.'],0.0,2018-01-01T19:30:53.943392Z,10.4,1160.56486913,6388501.16292,amplitude
279,20180101T193438Z,['DK.ILULI.'],0.0,2018-01-01T19:34:38.923392Z,7.12,1258.75134462,4383050.77434,amplitude
280,20180101T193611Z,['DK.ILULI.'],0.0,2018-01-01T19:36:11.423392Z,4.96,1229.09122937,1778833.15438,amplitude
281,20180101T193745Z,['DK.ILULI.'],0.0,2018-01-01T19:37:45.143392Z,22.88,1561.59214525,23022909.3766,amplitude
282,20180101T194005Z,['DK.ILULI.'],0.0,2018-01-01T19:40:05.943392Z,24.9,1414.45377027,19203217.6515,amplitude
283,20180101T194157Z,['DK.ILULI.'],0.0,2018-01-01T19:41:57.623392Z,14.12,1294.827012,10931177.867,amplitude
284,20180101T194340Z,['DK.ILULI.'],0.0,2018-01-01T19:43:40.483392Z,9.62,1200.99090751,5929978.97834,amplitude
285,20180101T194812Z,['DK.ILULI.'],0.0,2018-01-01T19:48:12.503392Z,12.54,1324.38787399,9455282.41599,amplitude
286,20180101T195255Z,['DK.ILULI.'],0.0,2018-01-01T19:52:55.423392Z,4.36,1346.30209399,2221012.6621,amplitude
287,20180101T195531Z,['DK.ILULI.'],0.0,2018-01-01T19:55:31.843392Z,45.7,1354.13221328,22251395.5466,amplitude
288,20180101T195800Z,['DK.ILULI.'],0.0,2018-01-01T19:58:00.923392Z,10.62,1249.8063779,8026496.76906,amplitude
289,20180101T200342Z,['DK.ILULI.'],0.0,2018-01-01T20:03:42.763392Z,50.68,1273.44700292,23143271.2691,amplitude
290,20180101T200817Z,['DK.ILULI.'],0.0,2018-01-01T20:08:17.523392Z,21.42,1356.28356689,14580505.3599,amplitude
291,20180101T200940Z,['DK.ILULI.'],0.0,2018-01-01T20:09:40.583392Z,56.0,1300.60386788,24011577.5269,amplitude
292,20180101T201154Z,['DK.ILULI.'],0.0,2018-01-01T20:11:54.843392Z,7.56,986.065267312,3638692.6076,amplitude
293,20180101T201531Z,['DK.ILULI.'],0.0,2018-01-01T20:15:31.703392Z,40.44,1415.18419425,29934295.0539,amplitude
294,20180101T201937Z,['DK.ILULI.'],0.0,2018-01-01T20:19:37.043392Z,35.2,1537.62114164,26674315.1365,amplitude
295,20180101T202118Z,['DK.ILULI.'],0.0,2018-01-01T20:21:18.503392Z,13.08,1447.55584868,8852052.39072,amplitude
296,20180101T202259Z,['DK.ILULI.'],0.0,2018-01-01T20:22:59.363392Z,17.22,1173.31709056,11316423.1662,amplitude
297,20180101T202839Z,['DK.ILULI.'],0.0,2018-01-01T20:28:39.103392Z,13.46,1735.81335205,12505739.0123,amplitude
298,20180101T204035Z,['DK.ILULI.'],0.0,2018-01-01T20:40:35.023392Z,18.14,1331.69148731,13889813.0324,amplitude
299,20180101T204732Z,['DK.ILULI.'],0.0,2018-01-01T20:47:32.803392Z,8.18,1334.54071818,5246305.64649,amplitude
300,20180101T205321Z,['DK.ILULI.'],0.0,2018-01-01T20:53:21.963392Z,40.32,1713.66451407,39342675.5463,amplitude
301,20180101T205553Z,['DK.ILULI.'],0.0,2018-01-01T20:55:53.003392Z,9.48,1486.76876004,6754653.23469,amplitude
302,20180101T210127Z,['DK.ILULI.'],0.0,2018-01-01T21:01:27.863392Z,58.42,1511.22170191,41139910.9911,amplitude
303,20180101T210409Z,['DK.ILULI.'],0.0,2018-01-01T21:04:09.423392Z,60.74,1543.06784608,47858855.8167,amplitude
304,20180101T210920Z,['DK.ILULI.'],0.0,2018-01-01T21:09:20.563392Z,4.88,1481.05699172,2252900.05763,amplitude
305,20180101T211053Z,['DK.ILULI.'],0.0,2018-01-01T21:10:53.583392Z,25.16,1296.29813093,23346604.8815,amplitude
306,20180101T211830Z,['DK.ILULI.'],0.0,2018-01-01T21:18:30.503392Z,9.62,1456.88754103,7056468.17863,amplitude
307,20180101T212721Z,['DK.ILULI.'],0.0,2018-01-01T21:27:21.663392Z,10.2,1535.77635728,7669915.50004,amplitude
308,20180101T213013Z,['DK.ILULI.'],0.0,2018-01-01T21:30:13.063392Z,9.52,1195.64590025,6696700.88688,amplitude
309,20180101T213159Z,['DK.ILULI.'],0.0,2018-01-01T21:31:59.003392Z,7.9,1198.31406952,5114362.01505,amplitude
310,20180101T213731Z,['DK.ILULI.'],0.0,2018-01-01T21:37:31.743392Z,25.02,1735.67294071,20010879.3099,amplitude
311,20180101T214011Z,['DK.ILULI.'],0.0,2018-01-01T21:40:11.963392Z,36.42,1410.57427638,20610708.9622,amplitude
312,20180101T214735Z,['DK.ILULI.'],0.0,2018-01-01T21:47:35.103392Z,27.78,1225.56908965,19700645.3003,amplitude
313,20180101T215903Z,['DK.ILULI.'],0.0,2018-01-01T21:59:03.423392Z,21.0,1244.24495989,12737573.5653,amplitude
314,20180101T220336Z,['DK.ILULI.'],0.0,2018-01-01T22:03:36.803392Z,2.9,1257.17150409,774070.223151,amplitude
315,20180101T220514Z,['DK.ILULI.'],0.0,2018-01-01T22:05:14.103392Z,4.1,1343.80023769,1794498.69524,amplitude
316,20180101T220720Z,['DK.ILULI.'],0.0,2018-01-01T22:07:20.903392Z,13.68,1172.22948075,8661443.56905,amplitude
317,20180101T220915Z,['DK.ILULI.'],0.0,2018-01-01T22:09:15.103392Z,11.36,1230.92571172,7046206.09343,amplitude
318,20180101T221651Z,['DK.ILULI.'],0.0,2018-01-01T22:16:51.723392Z,4.28,1495.79776475,2175292.86195,amplitude
319,20180101T221923Z,['DK.ILULI.'],0.0,2018-01-01T22:19:23.223392Z,20.9,1670.6659936,22967832.5236,amplitude
320,20180101T222144Z,['DK.ILULI.'],0.0,2018-01-01T22:21:44.683392Z,13.22,1433.26916355,11712688.7038,amplitude
321,20180101T222302Z,['DK.ILULI.'],0.0,2018-01-01T22:23:02.523392Z,14.34,1601.65782175,17304909.0685,amplitude
322,20180101T222554Z,['DK.ILULI.'],0.0,2018-01-01T22:25:54.043392Z,4.88,1372.01145631,2189077.46237,amplitude
323,20180101T222832Z,['DK.ILULI.'],0.0,2018-01-01T22:28:32.243392Z,10.48,1174.69848277,7253098.64297,amplitude
324,20180101T223239Z,['DK.ILULI.'],0.0,2018-01-01T22:32:39.083392Z,42.56,1212.61615648,18851125.2294,amplitude
325,20180101T223502Z,['DK.ILULI.'],0.0,2018-01-01T22:35:02.883392Z,15.16,1581.1336538,14717113.5789,amplitude
326,20180101T223743Z,['DK.ILULI.'],0.0,2018-01-01T22:37:43.263392Z,11.24,1437.85980466,9848491.03098,amplitude
327,20180101T223930Z,['DK.ILULI.'],0.0,2018-01-01T22:39:30.983392Z,12.82,1538.11930856,9852333.98561,amplitude
328,20180101T224604Z,['DK.ILULI.'],0.0,2018-01-01T22:46:04.943392Z,25.46,1437.15977421,17811430.1608,amplitude
329,20180101T225739Z,['DK.ILULI.'],0.0,2018-01-01T22:57:39.263392Z,15.56,1409.49376934,14228320.5949,amplitude
330,20180101T230131Z,['DK.ILULI.'],0.0,2018-01-01T23:01:31.183392Z,10.88,1538.41401179,10496916.3188,amplitude
331,20180101T230617Z,['DK.ILULI.'],0.0,2018-01-01T23:06:17.383392Z,51.68,1393.647071,24930026.9857,amplitude
332,20180101T231533Z,['DK.ILULI.'],0.0,2018-01-01T23:15:33.443392Z,77.04,1319.3201789,31592711.0022,amplitude
333,20180101T231804Z,['DK.ILULI.'],0.0,2018-01-01T23:18:04.243392Z,10.58,1262.14674328,8140728.68336,amplitude
334,20180101T232124Z,['DK.ILULI.'],0.0,2018-01-01T23:21:24.543392Z,6.82,1443.72930447,4501286.89667,amplitude
335,20180101T232943Z,['DK.ILULI.'],0.0,2018-01-01T23:29:43.043392Z,5.58,1382.8413739,4281202.43386,amplitude
336,20180101T233216Z,['DK.ILULI.'],0.0,2018-01-01T23:32:16.503392Z,149.1,1624.30746891,80115435.4717,amplitude
337,20180101T234004Z,['DK.ILULI.'],0.0,2018-01-01T23:40:04.583392Z,30.88,1805.08051712,25608532.5958,amplitude
338,20180101T234730Z,['DK.ILULI.'],0.0,2018-01-01T23:47:30.583392Z,131.88,1608.38074521,102974239.078,amplitude
339,20180101T235456Z,['DK.ILULI.'],0.0,2018-01-01T23:54:56.543392Z,90.68,1538.18960067,50752830.6423,amplitude
340,20180101T235802Z,['DK.ILULI.'],0.0,2018-01-01T23:58:02.183392Z,10.5,1593.04188797,7781172.21433,amplitude
